Sr.No,Ticket Ref ID,Category,Sub Category,Description,Created Date,Updated Date,Status,Remark
198,TKT-000198,Billing,Pricing Query,Issue with pricing query requiring immediate attention,2024-09-06 00:00:00,2025-04-17 00:00:00,Rejected,Invalid request
199,TKT-000199,Billing,Pricing Query,Request for pricing query support and guidance,2024-12-13 00:00:00,2025-04-05 00:00:00,Resolved,Escalated to technical team
200,TKT-000200,Billing,Invoice Issue,Unable to access invoice issue features properly,2025-06-06 00:00:00,2025-06-30 00:00:00,Resolved,Additional information required
201,TKT-000201,General Inquiry,Service Query,Issue with service query requiring immediate attention,2024-05-29 00:00:00,2024-10-07 00:00:00,Raised,Escalated to technical team
202,TKT-000202,Integration,Third Party,Issue with third party requiring immediate attention,2024-06-30 00:00:00,2025-07-30 00:00:00,Rejected,Duplicate ticket
203,TKT-000203,Integration,Webhook,Unable to access webhook features properly,2024-11-26 00:00:00,2025-05-06 00:00:00,Raised,Duplicate ticket
204,TKT-000204,Billing,Pricing Query,System error related to pricing query component,2024-11-06 00:00:00,2025-03-26 00:00:00,Processing,Additional information required
205,TKT-000205,Performance,Slow Response,Request for slow response support and guidance,2025-04-17 00:00:00,2025-08-10 00:00:00,Processing,In progress
206,TKT-000206,Account Issue,Profile Update,Issue with profile update requiring immediate attention,2024-04-02 00:00:00,2025-09-03 00:00:00,Rejected,Duplicate ticket
207,TKT-000207,Integration,API Error,System error related to api error component,2025-08-08 00:00:00,2025-08-20 00:00:00,Resolved,Duplicate ticket
208,TKT-000208,Performance,Timeout,Issue with timeout requiring immediate attention,2025-04-06 00:00:00,2025-05-02 00:00:00,Resolved,Awaiting customer response
209,TKT-000209,Performance,Timeout,Issue with timeout requiring immediate attention,2024-09-10 00:00:00,2025-09-07 00:00:00,Rejected,Duplicate ticket
210,TKT-000210,Performance,Timeout,Request for timeout support and guidance,2025-01-16 00:00:00,2025-09-07 00:00:00,Resolved,Closed as per customer request
211,TKT-000211,Payment Issue,Duplicate Charge,Unable to access duplicate charge features properly,2024-02-23 00:00:00,2025-01-30 00:00:00,Processing,Additional information required
212,TKT-000212,Billing,Pricing Query,Request for pricing query support and guidance,2024-09-15 00:00:00,2025-08-17 00:00:00,Raised,Additional information required
213,TKT-000213,Billing,Payment Failed,Request for payment failed support and guidance,2024-11-13 00:00:00,2025-06-01 00:00:00,Raised,Awaiting customer response
214,TKT-000214,Feature Request,API,Request for api support and guidance,2024-05-10 00:00:00,2025-04-18 00:00:00,Processing,Closed as per customer request
215,TKT-000215,Performance,High CPU,Issue with high cpu requiring immediate attention,2025-01-06 00:00:00,2025-03-26 00:00:00,Raised,Resolved successfully
216,TKT-000216,Account Issue,Access Rights,Customer reported problem with access rights functionality,2024-08-19 00:00:00,2024-10-28 00:00:00,Raised,Awaiting customer response
217,TKT-000217,Feature Request,New Feature,Unable to access new feature features properly,2025-07-06 00:00:00,2025-09-11 00:00:00,Processing,Additional information required
218,TKT-000218,Integration,Third Party,Unable to access third party features properly,2025-01-20 00:00:00,2025-02-28 00:00:00,Raised,Escalated to technical team
219,TKT-000219,Integration,Third Party,System error related to third party component,2024-02-14 00:00:00,2025-04-09 00:00:00,Resolved,Resolved successfully
220,TKT-000220,Security,Suspicious Activity,System error related to suspicious activity component,2024-08-27 00:00:00,2025-05-27 00:00:00,Raised,Pending review
221,TKT-000221,Security,Data Breach,Request for data breach support and guidance,2025-08-07 00:00:00,2025-09-04 00:00:00,Rejected,Pending review
222,TKT-000222,Payment Issue,Currency Issue,Customer reported problem with currency issue functionality,2024-07-23 00:00:00,2025-09-06 00:00:00,Raised,Pending review
223,TKT-000223,Technical Support,Configuration,Request for configuration support and guidance,2025-07-21 00:00:00,2025-07-27 00:00:00,Processing,Pending review
224,TKT-000224,Billing,Payment Failed,Request for payment failed support and guidance,2025-04-05 00:00:00,2025-08-14 00:00:00,Raised,Closed as per customer request
225,TKT-000225,Billing,Payment Failed,System error related to payment failed component,2024-12-23 00:00:00,2025-01-05 00:00:00,Rejected,In progress
226,TKT-000226,Payment Issue,Duplicate Charge,Customer reported problem with duplicate charge functionality,2025-01-30 00:00:00,2025-02-19 00:00:00,Resolved,Resolved successfully
227,TKT-000227,Technical Support,Network,Issue with network requiring immediate attention,2024-12-09 00:00:00,2025-02-21 00:00:00,Raised,In progress
228,TKT-000228,Feature Request,API,Customer reported problem with api functionality,2025-04-25 00:00:00,2025-08-17 00:00:00,Processing,Awaiting customer response
229,TKT-000229,Technical Support,Network,Customer reported problem with network functionality,2024-06-02 00:00:00,2025-03-09 00:00:00,Rejected,Awaiting customer response
230,TKT-000230,Feature Request,Enhancement,Request for enhancement support and guidance,2024-05-04 00:00:00,2024-05-28 00:00:00,Raised,Closed as per customer request
231,TKT-000231,Integration,Webhook,Issue with webhook requiring immediate attention,2024-04-23 00:00:00,2025-06-25 00:00:00,Rejected,Invalid request
232,TKT-000232,Technical Support,Software,Customer reported problem with software functionality,2024-10-25 00:00:00,2025-06-01 00:00:00,Processing,Additional information required
233,TKT-000233,Bug Report,Security Bug,Customer reported problem with security bug functionality,2024-03-28 00:00:00,2025-04-01 00:00:00,Processing,Invalid request
234,TKT-000234,Performance,Slow Response,System error related to slow response component,2025-04-26 00:00:00,2025-05-07 00:00:00,Rejected,Additional information required
235,TKT-000235,Feature Request,New Feature,Request for new feature support and guidance,2024-03-10 00:00:00,2025-02-26 00:00:00,Raised,Awaiting customer response
236,TKT-000236,Integration,Data Sync,Customer reported problem with data sync functionality,2024-02-15 00:00:00,2025-02-09 00:00:00,Resolved,Escalated to technical team
237,TKT-000237,Security,Compliance,Customer reported problem with compliance functionality,2024-05-18 00:00:00,2024-06-19 00:00:00,Rejected,In progress
238,TKT-000238,Feature Request,Enhancement,Issue with enhancement requiring immediate attention,2024-07-23 00:00:00,2024-08-13 00:00:00,Resolved,Pending review
239,TKT-000239,Performance,Memory Issue,Unable to access memory issue features properly,2025-04-29 00:00:00,2025-07-02 00:00:00,Processing,Resolved successfully
240,TKT-000240,Feature Request,Integration,Issue with integration requiring immediate attention,2024-12-05 00:00:00,2025-04-23 00:00:00,Processing,Additional information required
241,TKT-000241,Payment Issue,Currency Issue,System error related to currency issue component,2025-01-30 00:00:00,2025-04-26 00:00:00,Raised,Duplicate ticket
242,TKT-000242,Security,Suspicious Activity,Unable to access suspicious activity features properly,2024-09-30 00:00:00,2024-11-11 00:00:00,Rejected,Awaiting customer response
243,TKT-000243,Payment Issue,Transaction Failed,Unable to access transaction failed features properly,2024-10-27 00:00:00,2025-04-09 00:00:00,Processing,Awaiting customer response
244,TKT-000244,Account Issue,Profile Update,Request for profile update support and guidance,2025-04-01 00:00:00,2025-09-02 00:00:00,Rejected,Escalated to technical team
245,TKT-000245,Security,Suspicious Activity,System error related to suspicious activity component,2024-02-13 00:00:00,2025-02-08 00:00:00,Rejected,Pending review
246,TKT-000246,Technical Support,Hardware,System error related to hardware component,2025-01-07 00:00:00,2025-05-18 00:00:00,Raised,In progress
247,TKT-000247,General Inquiry,Training,Issue with training requiring immediate attention,2024-05-09 00:00:00,2024-06-12 00:00:00,Raised,Additional information required
248,TKT-000248,Account Issue,Access Rights,Unable to access access rights features properly,2024-02-03 00:00:00,2024-07-09 00:00:00,Rejected,Additional information required
249,TKT-000249,Account Issue,Access Rights,Issue with access rights requiring immediate attention,2025-08-10 00:00:00,2025-08-18 00:00:00,Resolved,Closed as per customer request
250,TKT-000250,Account Issue,Profile Update,Customer reported problem with profile update functionality,2024-04-26 00:00:00,2024-05-09 00:00:00,Raised,Duplicate ticket
251,TKT-000251,Performance,Memory Issue,Unable to access memory issue features properly,2024-04-30 00:00:00,2024-09-11 00:00:00,Resolved,Duplicate ticket
252,TKT-000252,Bug Report,Performance Bug,System error related to performance bug component,2024-07-23 00:00:00,2024-09-23 00:00:00,Raised,Awaiting customer response
253,TKT-000253,Security,Data Breach,System error related to data breach component,2024-03-30 00:00:00,2025-02-20 00:00:00,Resolved,Awaiting customer response
254,TKT-000254,Performance,High CPU,Request for high cpu support and guidance,2024-06-10 00:00:00,2025-06-09 00:00:00,Raised,Additional information required
255,TKT-000255,Performance,Timeout,Issue with timeout requiring immediate attention,2024-07-24 00:00:00,2025-09-02 00:00:00,Raised,Resolved successfully
256,TKT-000256,Security,Unauthorized Access,Request for unauthorized access support and guidance,2025-07-21 00:00:00,2025-08-26 00:00:00,Resolved,Duplicate ticket
257,TKT-000257,Performance,Timeout,Unable to access timeout features properly,2024-03-29 00:00:00,2024-06-04 00:00:00,Resolved,Closed as per customer request
258,TKT-000258,Security,Compliance,System error related to compliance component,2025-08-11 00:00:00,2025-08-15 00:00:00,Raised,Additional information required
259,TKT-000259,Billing,Pricing Query,System error related to pricing query component,2025-06-13 00:00:00,2025-07-27 00:00:00,Raised,Invalid request
260,TKT-000260,Integration,Third Party,Customer reported problem with third party functionality,2025-03-19 00:00:00,2025-07-25 00:00:00,Processing,Awaiting customer response
261,TKT-000261,Performance,Timeout,Request for timeout support and guidance,2024-06-17 00:00:00,2024-09-07 00:00:00,Resolved,Resolved successfully
262,TKT-000262,Account Issue,Profile Update,Issue with profile update requiring immediate attention,2024-09-13 00:00:00,2024-12-22 00:00:00,Resolved,Escalated to technical team
263,TKT-000263,Feature Request,New Feature,Unable to access new feature features properly,2024-06-21 00:00:00,2025-04-20 00:00:00,Raised,Escalated to technical team
264,TKT-000264,Integration,Data Sync,Unable to access data sync features properly,2024-02-12 00:00:00,2024-03-12 00:00:00,Processing,In progress
265,TKT-000265,Integration,Data Sync,Customer reported problem with data sync functionality,2025-08-08 00:00:00,2025-09-03 00:00:00,Processing,Duplicate ticket
266,TKT-000266,Performance,High CPU,Request for high cpu support and guidance,2025-05-09 00:00:00,2025-06-09 00:00:00,Rejected,Pending review
267,TKT-000267,Security,Unauthorized Access,Issue with unauthorized access requiring immediate attention,2024-06-10 00:00:00,2025-01-21 00:00:00,Rejected,Duplicate ticket
268,TKT-000268,Security,Data Breach,Request for data breach support and guidance,2024-05-27 00:00:00,2024-11-03 00:00:00,Resolved,Additional information required
269,TKT-000269,Payment Issue,Transaction Failed,Request for transaction failed support and guidance,2025-06-11 00:00:00,2025-08-21 00:00:00,Processing,Additional information required
270,TKT-000270,Bug Report,Security Bug,Issue with security bug requiring immediate attention,2024-09-30 00:00:00,2025-05-18 00:00:00,Raised,Escalated to technical team
271,TKT-000271,Billing,Invoice Issue,Request for invoice issue support and guidance,2025-01-28 00:00:00,2025-09-06 00:00:00,Rejected,Resolved successfully
272,TKT-000272,General Inquiry,Documentation,Unable to access documentation features properly,2024-11-16 00:00:00,2025-02-21 00:00:00,Raised,Duplicate ticket
273,TKT-000273,Performance,Memory Issue,System error related to memory issue component,2024-11-11 00:00:00,2025-07-23 00:00:00,Processing,Awaiting customer response
274,TKT-000274,Payment Issue,Currency Issue,Customer reported problem with currency issue functionality,2024-08-08 00:00:00,2025-06-02 00:00:00,Resolved,In progress
275,TKT-000275,Technical Support,Network,System error related to network component,2025-09-03 00:00:00,2025-09-10 00:00:00,Resolved,Invalid request
276,TKT-000276,Technical Support,Hardware,System error related to hardware component,2024-05-17 00:00:00,2025-08-11 00:00:00,Resolved,Additional information required
277,TKT-000277,Payment Issue,Duplicate Charge,Issue with duplicate charge requiring immediate attention,2025-02-14 00:00:00,2025-02-27 00:00:00,Raised,Additional information required
278,TKT-000278,Performance,High CPU,Issue with high cpu requiring immediate attention,2025-01-30 00:00:00,2025-06-08 00:00:00,Rejected,Invalid request
